7762%|R40%|0%|СОМНОЛЕНЦИЈА   
7763%|R40%|1%|СТУПОР   
7764%|R40%|2%|КОМА НЕОЗНАЧЕНО  
7765%|R41%|0%|ДРУГИ СИМПТОМИ И ЗНАЦИ  ШТО СЕ ОДНЕСУВААТ НА ФУНКЦИИТЕ НА СОЗН НА СВЕ   
7766%|R41%|0%|ДЕЗОРИЕНТАЦИЈА НЕОЗНАЧЕНО  
7767%|R41%|1%|АНТЕРОГРАДНА АМНЕЗИЈА   
7768%|R41%|2%|РЕТОРОГРАДНА АМНЕЗИЈА   
7769%|R41%|3%|ДРУГА АМНЕЗИЈА   
7770%|R41%|8%|ДР.И НЕОЗ.СИПМТОМИ И ЗНАЦИ ШТО СЕ ОДНЕСУВ.ФУНКЦ.НА СОЗНАВ.И НА СВЕСТА   
7771%|R42%|0%|ВРТОГЛАВИЦА И НЕСВЕСТИЦА   
7772%|R43%|0%|НАУРШУВАЊЕ НА МИРИСОТ И ВКУСОТ   
7773%|R43%|0%|АНОСМИЈА   
7774%|R43%|1%|ПАРОСМИЈА   
7775%|R43%|2%|ПАРАГЕУЗИЈА   
7776%|R43%|8%|ДРУГИ И НЕОЗНАЧЕНИ НАРУШУВАЊА НА МИРИСОТ И ВКУСОТ   
7777%|R44%|0%|ДРУГИ СИМПТОМИ И ЗНАЦИ ШТО СЕ ОДНЕСУВААТ НА ОСЕТИТЕ И ПЕРЦЕПЦ.ВО ЦЕЛ.   
7778%|R44%|0%|СЛУШНИ ХАЛУЦИНАЦИИ   
7779%|R44%|1%|ВИЗУЕЛНИ ХАЛУЦИНАЦИИ   
7780%|R44%|2%|ДРУГИ ХАЛУЦИНАЦИИ   
7781%|R44%|3%|ХАЛУЦИНАЦИИ НЕОЗНАЧЕНО  
7782%|R44%|8%|ДР.И НЕОЗ.СИМПТ.И ЗНАЦИ ШТО СЕ ОДНЕС.НА ОСЕТ.И НА ПЕРЦЕПЦИИТЕ ВО ЦЕЛИ   
7783%|R45%|0%|СИМТОМИ И ЗНАЦИ ШТО СЕ ОДНЕСУВААТ НА ЕМОТИВНА СОСТОЈБА   
7784%|R45%|0%|НЕРВОЗА   
7785%|R45%|1%|НЕМИР И АГИТИРАНОСТ   
7786%|R45%|2%|ЧУВСТВО НА НЕСРЕЌА   
7787%|R45%|3%|ДЕМОРАЛИЗИРАНОСТ И АПАТИЈА   
7788%|R45%|4%|РАЗДРАЗЛИВОСТ И ГНЕВ   
7789%|R45%|5%|НЕПРИЈАТЕЛСТВО   
7790%|R45%|6%|ПСИХИЧКО НАСИЛСТВО   
7791%|R45%|7%|СОСТОЈБА НА ЕМОСИОНАЛЕН ШОК И СТРЕС НЕОЗНАЧЕНО  
7792%|R45%|8%|ДР.СИМПТОМИ И ЗНАЦИ ШТО СЕ ОДНЕСУВААТ НА ЕМОТИВНАТА СОСТОЈБА   
7793%|R46%|0%|СИМПТОМИ И ЗНАЦИ ШТО СЕ ОДНЕСУВААТ НА ИЗГЛЕДОТ И ОНОСУВАЊЕТО   
7794%|R46%|0%|МНОГУ НИЗОК СТЕПЕН НА ЛИЧНА ХИГИЕНА   
7795%|R46%|1%|БИЗАРЕН ЛИЧЕН ИЗГЛЕД   
7796%|R46%|2%|ЧУДНИ И НЕОБЈАСНИВИ ОБНОСКИ   
7797%|R46%|3%|ПРЕКУМЕРНА АКТИВНОСТ   
7798%|R46%|4%|ЗАБАВЕНА И НЕСООДВЕТНА РЕАКЦИЈА   
7799%|R46%|5%|СОМНИЧАВОСТ И НАЗНАЧЕНА ДВОСМИСЛЕНОСТ   
7800%|R46%|6%|НЕСООДВЕТНА ЗАГРИЖЕНОСТ И ПРЕОКУПИРАНОСТ СО СТРЕСНИ НАСТАНИ   
7801%|R46%|7%|БРБЛИВОСТ И ПРЕКУМЕР.ДЕТАЛНОСТ СО ЗАНЕМАРУВ.НА ПРИЧИНАТА ЗА КОНТАКТ   
7802%|R46%|8%|ДРУГИ СИМПТОМИ И ЗНАЦИ ШТО СЕ ОДНЕСУВААТ НА ИЗГЛЕДОТ И НА ОБНОСУВАЊАТ   
7803%|R47%|0%|НАУРУШУВАЊА ВО ГОВОРОТ НЕКЛАСИФИЦИРАНИ НА ДРУГО МЕСТО  
7804%|R47%|0%|ДИСФАЗИЈА И АФАЗИЈА   
7805%|R47%|1%|ДИЗАРТРИЈА И АНАРТРИЈА   
7806%|R47%|8%|ДРУГИ И НЕОЗНАЧЕНИ НАРУШУВАЊА ВО ГОВОРОТ   
7807%|R48%|0%|ДИСЛЕКСИЈА И ДРУГИ СИМБОЛИЧНИ ДИСФУНКЦИИ НЕКЛАСИФИЦИРАНИ НА ДРУГО МЕС  
7808%|R48%|0%|ДИСЛЕКСИЈА И АЛЕКСИЈА   
7809%|R48%|1%|АГНОЗИЈА   
7810%|R48%|2%|АПРАКСИЈА   
7811%|R48%|8%|ДРУГИ И НЕОЗНАЧЕНИ СИМБОЛИЧНИ ДИСФУНКЦИИ   
7812%|R49%|0%|НАУРШУВАЊЕ НА ГЛАСОТ   
7813%|R49%|0%|ДИСФОНИЈА   
7814%|R49%|1%|АФОНИЈА   
7815%|R49%|2%|ХИПЕРНАЗАЛНОСТ И ХИПОНАЗАЛНОСТ   
7816%|R49%|8%|ДРУГИ И НЕОЗНАЧЕНИ НАРУШУВАЊА НА ГЛАСОТ   
7817%|R50%|0%|ТРЕСКА ОД НЕПОЗНАТО ПОТЕКЛО   
7818%|R50%|0%|ТРЕСКА СО МОРНИЦИ   
7819%|R50%|1%|ЕРЗИСТЕНТНА ТРЕСКА   
7820%|R50%|9%|ТРЕСКА НЕОЗНАЧЕНО  
7821%|R51%|0%|ГЛАВОБОЛИЕ   
7822%|R52%|0%|БОЛКА НЕКЛАСИФИЦИРАНА НА ДРУГО МЕСТО  
7823%|R52%|0%|АКУТНА БОЛКА   
7824%|R52%|1%|ХРОНИЧНА УПОРНА БОЛКА   
7825%|R52%|2%|ДРУГА ХРОНИЧНА БОЛКА   
7826%|R52%|9%|БОЛКА НЕОЗНАЧЕНО  
7827%|R53%|0%|НЕУГОДНОСТ И ЗАМОР   
7828%|R54%|0%|СЕНИЛНОСТ   
7829%|R55%|0%|СИНКОПА И КОЛАПС   
7830%|R56%|0%|КОНВУЛЗИИ НЕКЛАСИФИЦИРАНИ НА ДРУГО МЕСТО  
7831%|R56%|0%|ФЕБРИЛНИ КОНВУЛЗИИ   
7832%|R56%|8%|ДРУГИ И НЕОЗНАЧЕНИ КОНВУЛЗИИ   
7833%|R57%|0%|ШОК НЕКЛАСИФИЦИРАН НА ДРУГО МЕСТО  
7834%|R57%|0%|КАРДИОГЕН ШОК   
7835%|R57%|1%|ХИПОВОЛЕМИЧЕН ШОК   
7836%|R57%|8%|ДРУГ ШОК   
7837%|R57%|9%|ШОК НЕОЗНАЧЕНО  
7838%|R58%|0%|КРВАВЕЊЕ НЕКЛАСИФИЦИРАНО НА ДРУГО МЕСТО  
7839%|R59%|0%|ЗГОЛЕМЕНИ ЛИМФНИ ЈАЗЛИ   
7840%|R59%|0%|ЛОКАЛИЗИРАНИ ЗГОЛЕМЕНИ ЛИМФНИ ЈАЗЛИ   
7841%|R59%|1%|ГЕНЕРАЛИЗИРАНО ЗГОЛЕМЕНИ ЛИМФНИ ЈАЗЛИ   
7842%|R59%|9%|ЗГОЛЕМЕНИ ЛИМФНИ ЈАЗЛИ НЕОЗНАЧЕНО  
7843%|R60%|0%|ЕДЕМ НЕКЛАСИФИЦИРАН НА ДРУГО МЕСТО  
7844%|R60%|0%|ЛОКАЛИЗИРАН ЕДЕМ   
7845%|R60%|1%|ГЕНЕРАЛИЗИРАН ЕДЕМ   
7846%|R60%|9%|ЕДЕМ НЕОЗНАЧЕНО  
7847%|R61%|0%|ХИПЕРХИДРОЗА   
7848%|R61%|0%|ЛОКАЛИЗИРАНА ХИПЕРХИДРОЗА   
7849%|R61%|1%|ГЕНЕРАЛИЗИРАНА ХИПЕРХИДРОЗА   
7850%|R61%|9%|ХИПЕРХИДРОЗА НЕОЗНАЧЕНО  
7851%|R62%|0%|НЕДОСТАТОК ВО ОЧЕКУВАНИОТ НОРМАЛЕН ФИЗИОЛОШКИ РАЗВОЈ   
7852%|R62%|0%|ЗАДОЦНЕТА ПРЕСВРТНИЦА   
7853%|R62%|8%|ДРУГ НЕДОСТАТОК ВО ОЧЕКУВАНИОТ НОРМАЛЕН ФИЗИОЛОШКИ РАЗВОЈ   
7854%|R62%|9%|НЕДОСТАТ.НА ОЧЕКУВАНИОТ НОРМАЛЕН ФИЗИОЛОШКИ РАЗВОЈ НЕОЗНАЧЕНО  
7855%|R63%|0%|СИМПТОМИ И ЗНАЦИ ШТО СЕ ОДНЕСУВААТ НА ВНЕСУВАЊЕТО ХРАНА И ТЕЧНОСТИ   
7856%|R63%|0%|АНОРЕКСИЈА   
7857%|R63%|1%|ПОЛИДИПСИЈА   
7858%|R63%|2%|ПОЛИФАГИЈА   
7859%|R63%|3%|ТЕШКОТИИ ПРИ ХРАНЕЊЕ И ЛОША ИСХРАНА   
7860%|R63%|4%|НЕНОРМАЛНО ГУБЕЊЕ НА ТЕЖИНА   
7861%|R63%|5%|НЕНОРМАЛНО ПОКАЧУВАЊЕ НА ТЕЖИНА   
7862%|R63%|8%|ДР.СИМПТОМИ И ЗНАЦИ ШТО СЕ ОДНЕСУВ.НА ВНЕСУВАЊЕТО ХРАНА И ТЕЧНОСТИ   
7863%|R64%|0%|КАХЕКСИЈА   
7864%|R68%|0%|ДРУГИ ОПШТИ СИМПТОМИ И ЗНАЦИ   
7865%|R68%|0%|ХИПОТЕРМИЈА НЕПОВРЗАНА СО НИСКА НАДВОРЕШНА ТЕМПЕРАТУРА  
7866%|R68%|1%|НЕОЗНАЧЕНИ СИМПТОМИ СВОЈСТВЕНИ ЗА ДОЕНЧЕТО   
7867%|R68%|2%|СУВА УСТА НЕОЗНАЧЕНО  
7868%|R68%|3%|КЛАВИФОРМНИ ПРСТИ НА РАЦЕТЕ   
7869%|R68%|8%|ДРУГИ ОЗНАЧЕНИ ОПШТИ СИМПТОМИ И ЗНАЦИ   
7870%|R69%|0%|НЕПОЗНАТИ И НЕОЗНАЧЕНИ ПРИЧИНИ ЗА МОРБИДИТЕТ   
7871%|R70%|0%|ПОКАЧЕНА СЕДИМЕНТАЦИЈА НА ЕРИТРОЦИТИТЕ НЕНОРМАЛНА ВИСКОЗНОСТ НА ПЛАЗМ   
7872%|R70%|0%|ПОКАЧЕНА СЕДИМЕНТАЦИЈА НА ЕРИТРОЦИТЕТИТЕ   
7873%|R70%|1%|НЕНОРМАЛНА ВИСКОЗНОСТ НА ПЛАЗМАТА   
7874%|R71%|0%|НЕНОРМАЛНОСТ НА ЦРВЕНИТЕ КРВНИ КЛЕТКИ   
7875%|R72%|0%|НЕНОРМАЛНОСТ НА БЕЛИТЕ КРВНИ КЛЕТКИ НЕКЛАСИФИЦИРАНА НА ДРУГО МЕСТО  
7876%|R73%|0%|ОКАЧЕНО НОВО НА ГЛИКОЗА ВО КРВТА   
7877%|R73%|0%|НЕНОРМАЛЕН ГЛИКОЗА ТОЛЕРАНС ТЕСТ   
7878%|R73%|9%|ХИПЕРГЛИКЕМИЈА НЕОЗНАЧЕНО  
7879%|R74%|0%|НЕНОРМАЛНИ НИВОА НА СЕРУМСКИТЕ ЕНЗИМИ   
7880%|R74%|0%|ПОКАЧЕНИ НИВОА НА ТРАНСАМИНАЗИТЕ И НА ЛАКТАТ ДЕХИДРОГЕНОЗАТА[LDH]   
7881%|R74%|8%|НЕНОРМАЛНИ НИВОА НА ДРУГИ СЕРУМСКИ ЕНЗИМИ   
7882%|R74%|9%|НЕНОРМАЛНО НИВО НА НЕОЗНАЧЕН СЕРУМСКИ ЕНЗИМ   
7883%|R75%|0%|ЛАБОРАТОРИСКИ ДОКАЗ НА ВИРУСОТ НА ХУМАНА ИНУДЕФИЦИЕНЦИЈА (HIV)   
7884%|R76%|0%|ДРУГИ НЕНОРМАЛНИ ИМУНОЛОШКИ НАОДИ ВО СЕРУМОТ   
7885%|R76%|0%|ПОДИГНАТ ТИТАР НА АНТИТЕЛА   
7886%|R76%|1%|НЕНОРМАЛНА РЕАКЦИЈА НА ТУБЕРКУЛИНСКИ ТЕСТ   
7887%|R76%|2%|ЛАЖНО ПОЗИТИВЕН СЕРОЛОШКИ ТЕСТ ЗА СИФИЛИС   
7888%|R76%|8%|ДРУГИ ОЗНАЧЕНИ НЕНОРМАЛНИ ИМУНОЛОШКИ НАОДИ ВО СЕРУМОТ   
7889%|R76%|9%|НЕНОРМАЛЕН ИМУНОЛОШКИ НАОД ВО СЕРУМОТ НЕОЗНАЧЕНО  
7890%|R77%|0%|ДРУГИ НЕНОРМАЛНОСТИ НА ПЛАЗМА ПРОТЕИНИТЕ   
7891%|R77%|0%|НЕНОРМАЛНОСТ НА АЛБУМИНОТ   
7892%|R77%|1%|НЕНОРМАЛНОСТ НА ГЛОБУЛИНОТ   
7893%|R77%|2%|НЕНОРМАЛНОСТ НА АЛФАФЕТОПРОТЕИНОТ   
7894%|R77%|8%|ДРУГИ ОЗНАЧЕНИ НЕНОРМАЛНОСТИ НА ПЛАЗМА ПРОТЕИНИТЕ   
7895%|R77%|9%|НЕНОРМАЛНОСТ НА ПЛАЗМА ПРОТЕИНОТ НЕОЗНАЧЕНО  
7896%|R78%|0%|НАОДИ НА ЛЕКОВИ И ДР СУПСТАНЦИИ КОИ НОРМАЛНО НЕ СЕ НАОСААТ ВО КРВТА   
7897%|R78%|0%|НАОД НА АЛКОХОЛ ВО КРВТА   
7898%|R78%|1%|НАОД НА ОПИЈАТ ВО КРВТА   
7899%|R78%|2%|НАОД НА КОКАИН ВО КРВТА   
7900%|R78%|3%|НАОД НА ХАЛУЦИНОГЕН ВО КРВТА   
7901%|R78%|4%|НАОД НА ДРУГИ ПОТЕНЦИЈАЛНИ ДРОГИ ВО КРВТА   
7902%|R78%|5%|НАОД НА ПСИХОТРОПЕН ЛЕК ВО КРВТА   
7903%|R78%|6%|НАОД НА СТЕРОИДЕН АГЕНС ВО КРВТА   
7904%|R78%|7%|НАОД НА НЕНОРМАЛНО НИВО НА ТЕШКИ МЕТАЛИ ВО КРВТА   
7905%|R78%|8%|НАОД НА ДРУГИ ОЗНАЧЕНИ СУПСТАНЦИИ КОИ НОРМАЛНО НЕ СЕ НАОСААТ ВО КРВТА   
7906%|R78%|9%|НАОД НА НЕОЗНАЧЕНА СУПСТАНЦИЈА КОЈА НОРМАЛНО НЕ СЕ НАОСА ВО КРВТА  
7907%|R79%|0%|ДРУГИ НЕНОРМАЛНИ НАОДИ НА ХЕМИСКИОТ СОСТАВ НА КРВТА   
7908%|R79%|0%|НЕНОРМАЛНО НИВО НА КРВЕН МИНЕРАЛ   
7909%|R79%|8%|ДРУГИ ОЗНАЧЕНИ НЕНОРМАЛНИ НАОДИ НА ХЕМИСКИ СОСТАВ НА КРВТА   
7910%|R79%|9%|НЕНОРМАЛЕН НАОД НА ХЕМИСКА СОСТАВ НА КРВТА НЕОЗНАЧЕНО  
7911%|R80%|0%|ИЗОЛИРАНА ПРОТЕИНУРИЈА   
7912%|R81%|0%|ГЛИКОЗУРИЈА   
7913%|R82%|0%|ДРУГИ НЕНОРМАЛНИ НАОДИ ВО УРИНАТА   
7914%|R82%|0%|ХИЛУРИЈА   
7915%|R82%|1%|МИОГЛОБИНУРИЈА   
7916%|R82%|2%|БИЛИУРИЈА   
7917%|R82%|3%|ХЕМОГЛОБИНУРИЈА   
7918%|R82%|4%|АЦЕТОНУРИЈА   
7919%|R82%|5%|ВИСОКИ НИВОА НА ЛЕКОВИ МЕДИКАМЕНТИ И БИОЛОШКИ СУПСТАНЦИИ ВО УРИНАТА  
7920%|R82%|6%|НЕНОРМАЛНИ НИВОА НА СУПСТАНЦИИ ГЛАВНО ОД НЕМЕДИЦИНСКО ПОТЕКЛО ВО УРИН   
7921%|R82%|7%|НЕНОРМАЛНИ НАОДИ ПРИ МИКРОБИОЛОШКО ИСПИТУВАЊЕ НА УРИНАТА   
7922%|R82%|8%|НЕНОРМАЛНИ НАОДИ ПРИ ЦИТОЛОШКО И ХИСТОЛОШКО ИСПИТУВАЊЕ НА УРИНАТА   
7923%|R82%|9%|ДРУГИ И НЕОЗНАЧЕНИ НЕНОРМАЛНИ НАОДИ ВО УРИНАТА   
7924%|R83%|0%|НЕНОРМАЛНИ НАОДИ ВО ЦЕРЕБРОСПИНАЛНАТА ТЕЧНОСТ   
7925%|R84%|0%|НЕНОРМАЛНИ НАОДИ ВО ПРИМЕРОЦИ ОД РЕСПИРАТОРНИТЕ ОРГАНИ И ТОРАКСОТ   
7926%|R85%|0%|НЕНОРМАЛНИ НАОДИ ВО ПРИМЕРОЦИ ОД ДИГЕСТИВНИТЕ ОРГАНИ И АБДОМИН ПРАЗНИ   
7927%|R86%|0%|НЕНОРМАЛНИ НАОДИ ВО ПРИМЕРОЦИ ОД МАШКИ ГЕНИТАЛНИ ОРГАНИ   
7928%|R87%|0%|НЕНОРМАЛНИ НАОДИ ВО ПРИМЕРОЦИ ОД ЖЕНСКИ ГЕНИТАЛНИ ОРГАНИ   
7929%|R89%|0%|НЕНОРМАЛНИ НАОДИ ВО ПРИМЕРОЦИ ОД ДРУГИ ОРГАНИ СИСТЕМИ И ТКИВА  
7930%|R90%|0%|НЕНОРМАЛНИ НАОДИ ПРИ ДИЈАГНОСТИЧКО СЛИКАЊЕ НА ЦЕНТРАЛНИОТ НЕРВЕН СИС   
7931%|R90%|0%|ЛЕЗИЈА ШТО ГО ЗАФАЌА ИНТРАКРАНИЈАЛНИОТ ПРОСТОР   
7932%|R90%|8%|ДРУГИ НЕНОРМАЛНИ НАОДИ ПРИ ДИЈАГНОСТИЧКО СЛИКАЊЕ НА ЦЕНТРАЛНИОТ НЕРВ   
7933%|R91%|0%|НЕНОРМАЛНИ НАОДИ ПРИ ДИЈАГНОСТИЧКО СЛИКАЊЕ НА БЕЛ ДРОБ   
7934%|R92%|0%|НЕНОРМАЛНИ НАОДИ ПРИ ДИЈАГНОСТИЧКО СЛИКАЊЕ НА ДОЈКА   
7935%|R93%|0%|НЕНОРМАЛНИ НАОДИ ПРИ ДИЈАГНОСТИЧКО СЛИКАЊЕ НА ДРУГИ ТЕЛЕСНИ СТРУКТУРР   
7936%|R93%|0%|НЕНОРМ.НАОДИ ПРИ ДИЈАГНОСТИЧ.СЛИК.НА ЧЕРЕПОТ И ГЛАВАТА НЕКЛ.НА ДР.МЕС  
7937%|R93%|1%|НЕНОРМАЛ.НАОДИ ПРИ ДИЈАГНОСТИЧ.СЛИК.НА СРЦЕТО И НА КОРОНАРНАТА ЦИРКУЛА   
7938%|R93%|2%|НЕНОРМ.НАОДИ ПРИ ДИЈАГНОСТИЧ.СЛИКАЊЕ НА ЦРНИОТ ДРОБ И БИЛИЈАРН.ТРАКТ   
7939%|R93%|3%|НЕНОРМАЛНИ НАОДИ ПРИ ДИЈАГНОСТИЧ.СЛИК.НА ДР.ДЕЛОВИ НА ДИГЕСТИВ.ТРАКТ   
7940%|R93%|4%|НЕНОРМ.НАОДИ ПРИ ДИЈАГНОСТИЧ.СЛИКАЊЕ НА УРИНАРНИТЕ ОРГАНИ   
7941%|R93%|5%|НЕНОР.НАОДИ ПРИ ДИЈАГ.СЛИК.НА ДР.РЕГИИ ОД АБДОМ.ВКЛ.ГО РЕТРОПЕРИТОНЕУ   
7942%|R93%|6%|НЕНОРМАЛНИ НАОДИ ПРИ ДИЈАГНОСТИЧ.СЛИКАЊЕ НА ЕКСТРЕМИТЕТИТЕ   
7943%|R93%|7%|НЕНОР.НАОДИ ПРИ ДИЈАГНОС.СЛИК.НА ДР.ДЕЛОВИ ОД МУСКУЛНОСКЕЛЕТНИОТ СИС.   
7944%|R93%|8%|НЕНОР.НАОДИ ПРИ ДИЈАГНОСТИЧКО СЛИКАЊЕ НА ДР.ОЗНАЧЕНИ ТЕЛЕСНИ СТРУКТ.Р   
7945%|R94%|0%|НЕНОРМАЛНИ РЕЗУЛТАТИ ОД ФУНКЦИОНАЛНИ ИСПИТУВАЊА   
7946%|R94%|0%|НЕНОР.РЕЗУЛТАТИ.ОД ФУНКЦИОНАЛНИ ИСПИТУВ.НА ЦЕНТРАЛНИОТ НЕРВЕН СИСТЕМ   
7947%|R94%|1%|НЕНОР.РЕЗУЛ.ОД ФУНКЦИОН.ИСПИТУВ.НА ПЕРИФЕР.НЕРВЕН СИСТЕМ И СЕТИЛАТА   
7948%|R94%|2%|НЕНОРМАЛНИ РЕЗУЛТАТИ ОД ПУЛМОНАЛНИ ФУНКЦИОНАЛНИ ИСПИТУВАЊА   
7949%|R94%|3%|НЕНОРМАЛНИ РЕЗУЛТАТИ ОД КАРДИОВАСКУЛАРНИ ФУНКЦИОНАЛНИ ИСПИТУВАЊА   
7950%|R94%|4%|НЕНОРМАЛНИ РЕЗУЛТАТИ ОД БУБРЕЖНИ ФУНКЦИОНАЛНИ ИСПИТУВАЊА   
7951%|R94%|5%|НЕНОРМАЛНИ РЕЗУЛТАТИ ОД ЦРНОДРОБНИ ФУНКЦИОНАЛНИ ИСПИРУВАЊА   
7952%|R94%|6%|НЕНОРМАЛНИ РЕЗУЛТАТИ ОД ТИРЕОИДНИ ФУНКЦИОНАЛНИ ИСПИТУВАЊА   
7953%|R94%|7%|НЕНОРМАЛНИ РЕЗУЛТАТИ ОД ДРУГИ ЕНДОКРИНИ ФУНКЦИОНАЛНИ ИСПИТУВАЊА   
7954%|R94%|8%|НЕНОРМАЛНИ РЕЗУЛ.ОД ФУНКЦИОНАЛНИ ИСПИТУВ.НА ДРУГИ ОРГАНИ И СИСТЕМИ   
7955%|R95%|0%|СИНДРОМ НА НЕНАДЕЈНА ДОЕНЕЧКА СМРТ   
7956%|R96%|0%|ДРУГА НЕНАДЕЈНА СМРТ НЕПОЗНАТА ПРИЧИНА  
7957%|R96%|0%|МОМЕНТАЛНА СМРТ   
7958%|R96%|1%|СМРТ КОЈА СЕ ЈАВУВА ЗА ПОМАЛ.ОД 24 ЧАСА ОД ПОЧЕТ.НА СИМПТОМ.НЕОБ.ПОИН   
7959%|R98%|0%|НЕОЧЕКУВАНА СМРТ   
7960%|R99%|0%|ДРУГИ НЕДОВОЛНО ДЕФИНИРАНИ И НЕОЗНАЧЕНИ ПРИЧИНИ ЗА МОРТАЛИТЕТОТ   
7961%|S00%|0%|ПОВРШИНСКА ПОВРЕДА НА ГЛАВАТА   
7962%|S00%|0%|ПОВРШИНСКА ПОВРЕДА НА СКАЛПОТ   
7963%|S00%|1%|КОНТУЗИЈА НА ОЧНИОТ КАПАК И НА ПЕРИОКУЛАРНАТА ОБЛАСТ   
7964%|S00%|2%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ОЧНИОТ КАПАК НА ПЕРИОКУЛАРНАТА ОБЛАСТ   
7965%|S00%|3%|ПОВРШИНСКА ПОВРЕДА НА НОСОТ   
7966%|S00%|4%|ПОВРШИНСКА ПОВРЕДА НА УВОТО   
7967%|S00%|5%|ПОВРШИНСКА ПОВРЕДА НА УСНАТА И НА УСНАТА ПРАЗНИНА   
7968%|S00%|7%|МУЛТИПЛИ ПОВРШИНСКИ ПОВРЕДИ НА ГЛАВАТА   
7969%|S00%|8%|ПОВРШИНСКА ПОВРЕДА НА ДРУГИ ДЕЛОВИ ОД ГЛАВАТА   
7970%|S00%|9%|ПОВРШИНСКА ПОВРЕДА НА ГЛАВАТА НЕОЗНАЧЕН ДЕЛ  
7971%|S01%|0%|ОТВОРЕНА РАНА НА ГЛАВАТА   
7972%|S01%|0%|ОТВОРЕНА РАНА НА СКАЛПОТ   
7973%|S01%|1%|ОТВОРЕНА РАНА НА ОЧНИОТ КАПАК И НА ПЕРИОКУЛАРНАТА ОБЛАСТ   
7974%|S01%|2%|ОТВОРЕНА РАНА НА НОСОТ   
7975%|S01%|3%|ОТВОРЕНА РАНА НА УВОТО   
7976%|S01%|4%|ОТВОРЕНА РАНА НА ОБРАЗОТ И НА ТЕМПОРОМАНДИБУЛАРНАТА ОБЛАСТ   
7977%|S01%|5%|ОТВОРЕНА РАНА НА УСНА И НА УСНАТА ПРАЗНИНА   
7978%|S01%|7%|МУЛТИПЛИ ОТВОРЕНИ РАНИ НА ГЛАВАТА   
7979%|S01%|8%|ОТВОРЕНИ РАНИ НА ДРУГИ ДЕЛОВИ ОД ГЛАВАТА   
7980%|S01%|9%|ОТВОРЕНА РАНА НА ГЛАВАТА НЕОЗНАЧЕН ДЕЛ  
7981%|S02%|0%|ФРАКТУРА НА ЧЕРЕПОТ И НА КОСКИТЕ НА ЛИЦЕТО   
7982%|S02%|0%|ФРАКТУРА НА СВОДОТ НА ЧЕРЕПОТ   
7983%|S02%|1%|ФРАКТУРА НА ОСНОВАТА НА ЧЕРЕПОТ   
7984%|S02%|2%|ФРАКТУРА НА НАЗАЛНИТЕ КОСКИ   
7985%|S02%|3%|ФРАКТУРА НА ПОДОТ НА ОРБИТАТА   
7986%|S02%|4%|ФРАКТУРА НА ЛИЦЕВИТЕ И НА МАКСИЛАРНИТЕ КОСКИ   
7987%|S02%|5%|ФРАКТУРА НА ЗАБ   
7988%|S02%|6%|ФРАКТУРА НА МАНДИБУЛАТА   
7989%|S02%|7%|МУЛТИПЛИ ФРАКТУРИ НА КОСКИТЕ НА ЧЕРЕПОТ И НА ЛИЦЕТО   
7990%|S02%|8%|ФРАКТУРИ НА ДРУГИ КОСКИ НА ЧЕРЕПОТ И НА ЛИЦЕТО   
7991%|S02%|9%|ФРАКТУРА НА КОСКИТЕ НА ЧЕРЕПОТ И НА ЛИЦЕТО НЕОЗНАЧЕНО ДЕЛ  
7992%|S03%|0%|ДИСЛОКАЦИЈА ШИНУВАЊЕ И ИСТЕГНУВАЊЕ Н ЗГЛОБОВИ И ЛИГАМЕНТИ НА ГЛАВАТ  
7993%|S03%|0%|ДИСЛОКАЦИЈА НА ВИЛИЦАТА   
7994%|S03%|1%|ДИСЛОКАЦИЈА НА СЕПТАЛНАТА ПРСКАВИЦА НА НОСОТ   
7995%|S03%|2%|ДИСЛОКАЦИЈА НА ЗАБ   
7996%|S03%|3%|ДИСЛОКАЦИЈА НА ДРУГИ И НА НЕОЗНАЧЕНИ ДЕЛОВИ НА ГЛАВАТА   
7997%|S03%|4%|ШИНУВАЊЕ И ИСТЕГНУВАЊЕ НА ВИЛИЦАТА   
7998%|S03%|5%|ШИНУВ.И ИСТЕГНУВ.НА ЗГЛОБ.И ЛИГАМЕНТИ НА ДР.И НА НЕОЗН.ДЕЛ НА ГЛАВАТА   
7999%|S04%|0%|ПОВРЕДА НА КРАНИЈАЛНИТЕ НЕРВИ   
8000%|S04%|0%|ПОВРЕДА НА ОПТИЧКИОТ НЕРВ И НА НЕГОВИТЕ ПАТЕКИ   
8001%|S04%|1%|ПОВРЕДА НА ОКУЛОМОТОРНИОТ НЕРВ   
8002%|S04%|2%|ПОВРЕДА НА ТРОХЛЕАРНИОТ НЕРВ   
8003%|S04%|3%|ПОВРЕДА НА Н.ТРИГЕМИНУС   
8004%|S04%|4%|ПОВРЕДА НА Н.АБДУЦЕНС   
8005%|S04%|5%|ПОВРЕДА НА Н.ФАЦИЈАЛИС   
8006%|S04%|6%|ПОВРЕДА НА Н.АКУСТИКУС   
8007%|S04%|7%|ПОВРЕДА НА Н.АКЦЕСОРИУС   
8008%|S04%|8%|ПОВРЕДА НА ДРУГИ КРАНИЈАЛНИ НЕРВИ   
8009%|S04%|9%|ПОВРЕДА НА НЕОЗНАЧЕН КРАНИЈАЛЕН НЕРВ   
8010%|S05%|0%|ПОВРЕДА НА ОКОТО И ОРБИТАТА   
